,SeniorCitizen,tenure,MonthlyCharges,gender_1,Dependents_1,PhoneService_1,MultipleLines_1,InternetService_1,Contract_1,Contract_2
4561,0,0.6805555555555555,0.00990099009900991,0,1,1,1,0,0,0
2451,0,0.8888888888888888,0.504950495049505,1,1,1,1,1,1,0
5834,0,1.0,0.46534653465346537,1,0,0,1,1,0,0
326,1,0.8055555555555555,0.26732673267326734,1,0,0,0,1,0,0
4988,1,0.013888888888888888,0.06930693069306931,1,0,0,0,0,1,0
5889,0,0.5138888888888888,0.21782178217821785,1,1,0,0,0,0,0
2176,0,0.4305555555555555,0.801980198019802,1,0,1,0,0,0,1
3625,0,0.40277777777777773,0.504950495049505,0,0,1,0,0,0,1
4894,1,0.986111111111111,0.504950495049505,0,1,1,1,0,1,0
6093,0,0.027777777777777776,0.5148514851485149,0,0,1,0,0,0,1
6094,1,0.013888888888888888,0.5148514851485149,0,0,1,0,0,0,1
2787,1,0.375,0.910891089108911,0,0,1,1,0,0,1
5071,1,0.4305555555555555,0.6633663366336633,0,0,1,0,1,0,0
5755,0,0.06944444444444445,0.6237623762376239,1,0,1,1,1,0,0
1676,0,0.05555555555555555,0.8217821782178218,1,1,1,1,1,0,0
348,0,0.8888888888888888,0.5544554455445545,1,0,1,0,0,0,0
5138,0,0.5555555555555556,0.8415841584158417,1,0,1,1,1,0,1
3599,0,0.20833333333333331,0.01980198019801982,1,1,1,1,0,0,0
4925,0,0.09722222222222221,0.26732673267326734,1,0,1,1,1,1,0
1626,0,0.6944444444444444,0.6534653465346534,0,1,1,1,0,0,0
4273,1,0.5972222222222222,0.14851485148514854,0,0,0,1,1,0,0
3159,0,0.611111111111111,0.0297029702970297,1,1,1,1,1,0,0
5041,0,0.027777777777777776,0.3564356435643565,1,0,1,0,0,1,0
871,0,0.8472222222222222,0.9504950495049507,1,0,1,0,1,1,0
4883,0,0.7083333333333333,0.01980198019801982,0,1,1,0,0,0,0
4108,0,0.013888888888888888,0.27722772277227725,0,0,1,0,0,1,0
6145,0,0.9027777777777777,0.603960396039604,0,1,1,0,0,0,1
2218,0,0.1111111111111111,0.3069306930693069,0,0,1,0,0,0,1
5521,0,0.5416666666666666,0.8118811881188119,1,0,1,0,0,0,0
2121,0,0.08333333333333333,0.22772277227722776,0,1,0,0,0,0,0
5985,0,0.027777777777777776,0.6534653465346534,0,0,1,1,0,1,0
3357,0,0.3194444444444444,0.5643564356435644,0,0,1,0,0,0,0
85,0,0.3472222222222222,0.7722772277227723,1,1,1,1,1,0,0
3937,0,0.4583333333333333,0.6732673267326732,0,1,1,0,0,0,0
1877,0,0.875,0.06930693069306931,1,1,1,1,0,0,1
2801,0,0.013888888888888888,0.27722772277227725,1,0,1,1,1,1,0
5557,0,0.2777777777777778,0.33663366336633666,1,0,1,0,1,0,0
2640,0,0.027777777777777776,0.0297029702970297,0,0,1,0,1,0,0
6027,0,0.1388888888888889,0.801980198019802,1,0,1,1,0,0,1
2880,0,0.986111111111111,0.3564356435643565,1,0,0,0,1,0,0
3323,0,0.9444444444444444,0.5247524752475248,1,0,1,0,0,0,0
494,1,0.5277777777777778,0.6435643564356437,0,0,1,0,0,0,0
2019,0,0.20833333333333331,0.6732673267326732,0,0,1,1,1,1,0
2525,0,0.29166666666666663,0.25742574257425743,1,0,0,1,1,0,1
4717,1,0.3333333333333333,0.8415841584158417,1,0,1,1,1,1,0
3166,0,0.38888888888888884,0.4158415841584158,1,1,0,0,0,0,0
3858,1,0.4722222222222222,0.613861386138614,0,1,1,0,0,1,0
1270,0,0.3055555555555555,0.7623762376237624,1,0,1,1,0,0,1
4174,0,0.7638888888888888,0.5742574257425743,0,1,1,0,0,0,0
3821,0,0.05555555555555555,0.01980198019801982,0,0,1,1,1,0,0
2895,0,0.013888888888888888,0.7029702970297029,1,0,1,0,0,1,0
3680,0,0.16666666666666666,0.5841584158415842,0,1,1,0,0,0,0
5820,1,0.013888888888888888,0.26732673267326734,1,0,1,0,0,1,0
618,0,0.027777777777777776,0.3564356435643565,0,0,1,1,1,0,0
6025,1,0.2777777777777778,0.6237623762376239,0,0,1,0,0,0,0
5185,0,0.41666666666666663,0.5148514851485149,1,0,1,0,0,1,0
3664,0,0.4305555555555555,0.6336633663366338,1,0,1,0,0,0,0
4531,0,1.0,0.04950495049504952,0,1,1,1,1,0,0
3113,1,0.6944444444444444,0.7722772277227723,1,0,1,1,1,0,0
4180,0,0.5277777777777778,0.504950495049505,1,0,1,0,0,0,0
1413,0,0.0,0.43564356435643564,1,1,1,1,1,0,1
2201,1,0.05555555555555555,0.27722772277227725,0,1,1,0,0,1,0
2001,0,0.6527777777777778,0.7623762376237624,1,0,1,0,0,0,0
5252,0,0.013888888888888888,0.01980198019801982,1,0,1,1,1,0,0
869,0,0.9722222222222222,0.21782178217821785,1,0,0,1,0,0,1
2358,0,0.2222222222222222,0.7623762376237624,0,0,1,0,0,1,0
2006,0,0.013888888888888888,0.504950495049505,1,0,1,1,0,0,0
3090,0,0.06944444444444445,0.28712871287128716,1,0,1,0,0,0,0
4472,0,0.8194444444444444,0.16831683168316836,1,1,0,0,1,0,1
4874,0,0.7777777777777777,0.7920792079207921,0,0,1,0,1,0,0
356,0,0.75,0.8811881188118813,0,0,1,1,0,0,0
1162,1,0.027777777777777776,0.5643564356435644,1,0,1,0,0,1,0
5347,0,0.125,0.01980198019801982,0,0,1,1,1,0,1
3064,0,0.38888888888888884,0.01980198019801982,0,1,1,0,1,0,0
3125,0,0.013888888888888888,0.25742574257425743,0,0,1,0,0,0,0
3492,0,1.0,0.6336633663366338,1,0,1,0,0,0,0
5484,0,0.4444444444444444,0.42574257425742573,0,1,1,1,1,0,1
3749,1,0.013888888888888888,0.5148514851485149,1,0,1,1,1,0,0
6945,0,0.7638888888888888,0.3861386138613862,0,0,1,1,1,0,1
1890,0,0.8055555555555555,0.42574257425742573,0,0,1,0,0,0,0
579,0,0.027777777777777776,0.01980198019801982,0,0,1,0,0,0,0
2319,0,0.5138888888888888,0.44554455445544555,1,1,1,0,1,0,0
5628,1,0.027777777777777776,0.7524752475247525,1,0,1,1,1,0,0
1691,0,0.0,0.3762376237623763,0,1,0,0,0,0,1
862,0,0.9166666666666666,0.45544554455445546,1,0,1,0,1,0,0
4765,0,0.8333333333333333,0.01980198019801982,0,0,1,0,0,0,1
4522,0,0.09722222222222221,0.5148514851485149,0,0,1,0,0,1,0
2380,0,0.40277777777777773,0.06930693069306931,1,0,0,1,1,0,0
2378,0,0.013888888888888888,0.07920792079207922,0,0,0,0,1,0,0
4960,0,0.09722222222222221,0.603960396039604,0,0,1,1,1,0,0
5451,0,0.1388888888888889,0.3861386138613862,1,0,1,1,1,1,0
4625,0,0.027777777777777776,0.27722772277227725,1,0,1,0,1,0,0
1116,0,0.4305555555555555,0.3663366336633664,1,0,1,1,0,1,0
1541,1,0.3333333333333333,0.613861386138614,1,1,1,0,0,0,1
6960,1,0.013888888888888888,0.5247524752475248,1,0,1,1,1,0,0
5416,0,0.986111111111111,0.297029702970297,0,0,0,0,1,1,0
6478,1,0.9305555555555555,0.46534653465346537,1,0,1,1,1,0,1
3649,0,0.013888888888888888,0.01980198019801982,1,0,1,1,0,0,1
4751,0,0.08333333333333333,0.6732673267326732,0,0,1,1,0,0,0
5623,1,0.1388888888888889,0.16831683168316836,0,0,0,0,0,0,0
3297,0,0.5,0.01980198019801982,1,0,1,1,0,0,1
4706,0,0.08333333333333333,0.7227722772277227,0,0,1,0,0,0,0
6167,0,0.875,0.32673267326732675,0,1,1,0,1,0,0
2500,0,0.19444444444444442,0.01980198019801982,1,0,1,0,0,1,0
6220,0,0.29166666666666663,0.1782178217821782,1,0,0,0,0,0,1
6229,1,0.5694444444444444,0.7920792079207921,1,0,1,1,0,0,1
6239,0,0.4444444444444444,0.5742574257425743,0,0,1,1,1,0,1
6247,0,0.5972222222222222,0.7524752475247525,0,0,1,1,1,0,1
6930,0,0.9166666666666666,0.06930693069306931,0,0,1,1,1,0,0
6538,0,0.3333333333333333,0.5643564356435644,0,0,1,0,1,0,0
5300,0,0.40277777777777773,0.01980198019801982,0,0,1,0,1,0,0
6715,0,0.16666666666666666,0.5940594059405941,0,1,1,1,1,0,0
6711,0,0.041666666666666664,0.6633663366336633,1,0,1,1,1,0,0
3409,1,0.09722222222222221,0.46534653465346537,0,0,1,1,1,0,1
6726,1,0.75,0.46534653465346537,1,0,1,0,1,0,0
5231,1,1.0,0.0594059405940594,0,0,1,1,1,0,0
4677,0,0.013888888888888888,0.5643564356435644,0,0,1,0,1,0,0
6753,0,0.986111111111111,0.01980198019801982,0,1,1,1,0,1,0
2052,1,0.5555555555555556,0.7326732673267327,0,0,1,1,1,0,0
1776,0,0.013888888888888888,0.32673267326732675,1,0,1,1,0,0,1
3499,0,0.041666666666666664,0.06930693069306931,1,0,0,0,0,0,0
4305,0,0.4722222222222222,0.45544554455445546,0,0,1,0,0,0,1
2536,0,0.986111111111111,0.693069306930693,0,0,1,1,0,1,0
5054,0,0.2222222222222222,0.45544554455445546,1,1,1,0,0,1,0
3731,0,0.1111111111111111,0.19801980198019803,0,1,0,0,1,0,0
1592,0,0.09722222222222221,0.06930693069306931,0,0,0,0,1,0,0
1723,0,0.8333333333333333,0.19801980198019803,0,0,0,0,0,0,1
5510,0,0.7916666666666666,0.4059405940594059,0,0,0,0,1,0,0
2611,1,0.9305555555555555,0.42574257425742573,1,0,1,0,1,0,0
4786,0,0.3055555555555555,0.3861386138613862,1,0,0,1,1,0,1
490,0,0.16666666666666666,0.31683168316831684,0,0,0,1,1,0,1
5921,0,0.3055555555555555,0.01980198019801982,1,0,1,0,0,1,0
2910,1,1.0,0.9603960396039606,0,0,1,1,0,0,1
1006,0,0.027777777777777776,0.5148514851485149,0,0,1,1,1,0,0
4230,0,0.40277777777777773,0.5643564356435644,1,0,1,0,1,0,0
2503,0,0.6388888888888888,0.0594059405940594,0,0,1,0,0,1,0
4436,0,0.08333333333333333,0.01980198019801982,1,1,1,0,0,0,0
2314,1,0.7638888888888888,0.9504950495049507,1,0,1,1,0,0,1
2554,0,0.20833333333333331,0.8316831683168318,1,1,1,0,0,0,0
1417,0,0.2638888888888889,0.21782178217821785,1,0,0,0,0,0,0
3096,0,1.0,0.9801980198019802,1,0,1,0,0,0,1
25,0,0.06944444444444445,0.4950495049504951,0,0,1,0,0,0,0
2409,0,0.013888888888888888,0.00990099009900991,1,0,1,0,0,1,0
1113,0,0.4444444444444444,0.7623762376237624,1,1,1,1,1,0,0
4176,0,0.861111111111111,0.07920792079207922,0,1,1,0,0,1,0
1552,0,0.013888888888888888,0.5643564356435644,1,0,1,1,0,0,1
6017,0,0.013888888888888888,0.6633663366336633,1,0,1,0,0,0,0
5259,1,0.29166666666666663,0.46534653465346537,1,0,1,1,1,0,0
5672,1,0.013888888888888888,0.5940594059405941,0,0,1,1,0,1,0
433,1,0.9444444444444444,0.2376237623762376,1,0,0,0,0,0,0
4084,0,0.4861111111111111,0.3663366336633664,0,1,1,0,1,0,0
2655,0,0.5,0.801980198019802,0,0,1,1,1,0,0
3927,0,0.7638888888888888,0.00990099009900991,0,1,1,0,0,0,0
4771,1,0.5972222222222222,0.9207920792079209,1,1,1,0,1,0,0
5206,0,0.2777777777777778,0.01980198019801982,0,1,1,0,0,0,1
1127,0,0.041666666666666664,0.15841584158415845,0,0,0,0,0,1,0
4313,0,0.3055555555555555,0.01980198019801982,1,0,1,0,1,0,0
5224,0,0.5555555555555556,0.8613861386138615,1,0,1,1,1,1,0
5552,0,0.06944444444444445,0.5643564356435644,1,0,1,0,0,1,0
2518,0,0.9444444444444444,0.5247524752475248,0,0,1,1,1,0,0
6769,0,0.041666666666666664,0.4158415841584158,0,0,1,0,0,0,1
1102,0,0.1388888888888889,0.01980198019801982,1,0,1,0,0,0,0
6060,1,0.8888888888888888,0.8316831683168318,1,0,1,0,1,0,0
4773,0,0.013888888888888888,0.26732673267326734,1,0,1,0,0,1,0
4248,0,0.4861111111111111,0.22772277227722776,0,1,0,1,1,0,0
5219,0,1.0,0.8514851485148516,1,1,1,0,0,0,0
4890,0,0.013888888888888888,0.00990099009900991,1,1,1,0,1,0,0
194,1,0.8194444444444444,0.8118811881188119,0,0,1,0,0,0,1
615,0,0.06944444444444445,0.01980198019801982,0,0,1,1,0,0,0
643,0,0.9722222222222222,0.01980198019801982,0,1,1,0,1,1,0
5062,1,0.041666666666666664,0.5643564356435644,0,0,1,0,0,0,0
3116,0,0.5277777777777778,0.0594059405940594,0,0,1,0,1,1,0
3410,0,0.611111111111111,0.3069306930693069,0,0,0,0,0,0,0
2776,0,0.16666666666666666,0.5643564356435644,1,0,1,0,1,0,0
5774,0,0.013888888888888888,0.613861386138614,1,0,1,0,0,0,0
5951,0,0.16666666666666666,0.00990099009900991,0,0,1,1,1,0,0
5902,0,0.05555555555555555,0.00990099009900991,1,0,1,0,0,0,0
330,0,0.6388888888888888,0.8217821782178218,0,0,1,0,0,0,1
2207,0,0.013888888888888888,0.00990099009900991,1,1,1,0,1,0,0
5049,0,0.8194444444444444,0.0297029702970297,0,1,1,0,0,0,0
6515,0,0.1111111111111111,0.01980198019801982,0,0,1,0,0,0,0
2670,0,0.861111111111111,0.25742574257425743,1,0,0,1,1,1,0
972,0,0.125,0.5544554455445545,0,0,1,0,0,0,1
483,0,0.06944444444444445,0.45544554455445546,1,1,1,1,1,1,0
2420,0,0.25,0.801980198019802,1,0,1,0,0,0,0
2602,0,0.625,0.6237623762376239,1,0,1,1,1,1,0
719,0,0.05555555555555555,0.01980198019801982,0,1,1,1,1,0,0
3624,1,0.125,0.3069306930693069,1,0,1,1,1,0,0
2059,0,0.25,0.5544554455445545,0,0,1,1,1,0,0
2803,0,0.7638888888888888,0.5940594059405941,0,0,1,0,0,0,1
2566,0,0.736111111111111,0.0594059405940594,1,0,1,1,0,0,1
4704,0,0.25,0.6237623762376239,1,1,1,1,0,0,0
32,0,1.0,0.6633663366336633,1,0,1,0,0,1,0
664,1,0.013888888888888888,0.07920792079207922,0,0,0,0,0,0,1
5540,0,0.875,0.910891089108911,0,0,1,0,0,0,0
5303,0,0.2638888888888889,0.7029702970297029,1,0,1,0,0,0,0
5813,0,1.0,0.9900990099009901,0,1,1,1,1,0,1
1444,0,0.4583333333333333,0.6237623762376239,1,0,1,0,1,0,1
3355,0,0.875,0.5742574257425743,0,1,1,1,1,0,1
2792,0,0.16666666666666666,0.6534653465346534,1,0,1,0,0,0,0
4956,0,0.027777777777777776,0.0297029702970297,1,0,1,0,1,0,0
6864,0,0.7083333333333333,0.3762376237623763,0,0,0,0,0,0,0
1705,0,0.7083333333333333,0.5742574257425743,1,1,1,1,1,0,0
5170,0,0.1388888888888889,0.5544554455445545,1,0,1,0,0,0,0
5502,1,1.0,0.910891089108911,0,0,1,0,1,0,0
4734,0,0.736111111111111,0.01980198019801982,1,1,1,0,0,1,0
4063,0,0.3194444444444444,0.504950495049505,0,0,1,1,1,0,0
4685,0,0.75,0.46534653465346537,1,0,1,1,1,0,1
3227,0,0.013888888888888888,0.01980198019801982,0,0,1,0,0,0,0
118,0,0.3611111111111111,0.25742574257425743,0,0,0,0,0,0,1
2277,0,0.861111111111111,0.7623762376237624,1,1,1,1,1,0,0
2905,0,0.08333333333333333,0.32673267326732675,0,0,1,0,1,1,0
1401,1,0.013888888888888888,0.5544554455445545,1,0,1,0,1,0,0
739,0,0.16666666666666666,0.7722772277227723,0,0,1,1,0,0,1
2456,0,0.7083333333333333,0.07920792079207922,0,0,1,1,0,0,1
170,0,0.9722222222222222,0.396039603960396,0,0,0,0,1,1,0
540,0,0.027777777777777776,0.6237623762376239,0,1,1,1,1,0,1
883,0,0.1111111111111111,0.4851485148514852,1,0,1,1,1,1,0
5277,0,0.41666666666666663,0.01980198019801982,0,1,1,0,1,0,0
4722,0,0.9166666666666666,0.28712871287128716,0,0,0,0,0,1,0
3443,0,0.75,0.7524752475247525,0,0,1,0,1,1,0
3800,1,0.7638888888888888,0.6633663366336633,0,0,1,1,1,0,1
674,1,0.013888888888888888,0.7227722772277227,0,0,1,0,0,0,0
3209,0,0.8888888888888888,0.9207920792079209,0,1,1,1,1,0,0
6507,1,0.7638888888888888,0.5544554455445545,1,0,1,1,1,0,0
2915,0,0.1388888888888889,0.27722772277227725,1,0,1,0,0,0,1
3286,0,0.6805555555555555,0.8118811881188119,0,1,1,1,1,0,0
1815,0,0.75,0.613861386138614,1,0,1,0,0,0,1
5389,0,0.875,0.7128712871287128,1,0,1,0,1,0,0
6117,0,0.5555555555555556,0.6237623762376239,1,1,1,0,0,0,1
2100,0,0.5,0.32673267326732675,0,1,1,1,1,1,0
4593,0,0.6666666666666666,0.5643564356435644,0,0,1,0,0,0,0
6979,0,0.19444444444444442,0.613861386138614,0,1,1,0,0,0,0
5933,0,0.5694444444444444,0.9504950495049507,0,0,1,1,1,0,0
2101,0,0.6527777777777778,0.6435643564356437,1,0,1,1,1,1,0
5967,0,0.1388888888888889,0.8118811881188119,0,1,1,0,0,0,0
3922,0,0.9583333333333333,0.7227722772277227,1,0,1,1,1,0,0
1548,0,0.3194444444444444,0.01980198019801982,1,1,1,0,1,0,0
4216,0,0.3194444444444444,0.8118811881188119,1,1,1,1,0,0,1
3470,1,0.9027777777777777,0.8514851485148516,1,0,1,0,0,0,0
355,0,0.9166666666666666,0.9504950495049507,1,0,1,0,1,0,0
4559,0,0.027777777777777776,0.28712871287128716,1,0,1,0,0,0,0
3774,0,0.3055555555555555,0.7722772277227723,1,0,1,1,0,1,0
5363,0,0.1388888888888889,0.8514851485148516,1,0,1,1,0,0,1
2535,1,0.8194444444444444,0.7128712871287128,0,0,1,1,0,0,1
6234,0,0.8333333333333333,0.6237623762376239,0,1,1,1,0,0,1
3220,0,0.6666666666666666,0.9306930693069309,1,1,1,1,0,0,1
5018,0,0.20833333333333331,0.01980198019801982,0,0,1,0,0,0,1
2373,0,0.013888888888888888,0.5544554455445545,0,0,1,0,0,1,0
1051,1,0.9305555555555555,0.9702970297029703,1,0,1,0,0,0,0
3074,0,0.5138888888888888,0.01980198019801982,0,0,1,1,0,0,0
2321,0,0.40277777777777773,0.3663366336633664,1,1,0,1,1,0,0
6673,0,0.18055555555555555,0.26732673267326734,1,1,1,0,0,0,0
5058,0,0.013888888888888888,0.0297029702970297,1,0,1,0,0,0,0
1751,1,0.9305555555555555,0.8712871287128714,0,0,1,1,1,0,0
3941,1,0.8055555555555555,0.8712871287128714,0,0,1,0,0,0,0
1772,0,0.08333333333333333,0.01980198019801982,0,0,1,0,1,0,0
1196,1,1.0,0.8811881188118813,0,0,1,1,0,0,1
1878,0,0.8055555555555555,0.25742574257425743,0,1,1,0,0,0,0
2668,0,1.0,0.46534653465346537,1,1,0,0,0,0,0
7028,0,0.29166666666666663,0.0297029702970297,0,0,1,0,0,0,1
2016,0,1.0,0.8514851485148516,0,1,1,1,1,0,0
2005,0,0.2222222222222222,0.5445544554455446,0,1,1,1,1,1,0
5712,0,0.1111111111111111,0.5742574257425743,0,0,1,0,0,0,0
1482,0,0.9166666666666666,0.42574257425742573,0,0,1,0,1,0,0
3237,1,1.0,0.7128712871287128,0,0,1,0,0,0,1
328,0,0.25,0.5148514851485149,1,0,1,0,0,0,0
648,1,0.5138888888888888,0.7821782178217822,0,0,1,1,1,0,0
2945,0,0.19444444444444442,0.3663366336633664,1,0,0,0,1,0,0
3418,0,0.2222222222222222,0.3762376237623763,1,1,1,1,1,0,0
1123,0,0.18055555555555555,0.01980198019801982,0,0,1,0,0,1,0
6541,0,0.875,0.613861386138614,0,0,1,0,0,0,1
2788,0,0.027777777777777776,0.01980198019801982,0,1,1,1,1,1,0
4113,0,0.8333333333333333,0.6237623762376239,0,0,1,0,0,1,0
6103,1,0.4444444444444444,0.613861386138614,1,0,1,0,0,0,0
3971,0,0.5694444444444444,0.4752475247524753,0,1,1,1,0,0,1
3915,0,0.29166666666666663,0.8712871287128714,1,0,1,0,1,1,0
5897,0,0.9166666666666666,0.01980198019801982,1,1,1,1,0,0,1
1259,0,1.0,0.9603960396039606,0,0,1,0,1,1,0
5157,0,0.6944444444444444,0.5742574257425743,0,0,1,0,0,0,1
5888,0,0.013888888888888888,0.25742574257425743,0,0,1,1,1,0,0
7038,0,0.013888888888888888,0.7623762376237624,1,0,1,1,0,1,0
1519,0,0.06944444444444445,0.7722772277227723,0,0,1,0,0,0,0
1378,0,0.3333333333333333,0.0297029702970297,0,1,1,1,0,0,0
5140,1,0.9444444444444444,0.42574257425742573,0,0,1,0,1,0,0
1023,0,0.20833333333333331,0.6534653465346534,0,0,1,0,1,0,0
6434,0,0.013888888888888888,0.5148514851485149,1,1,1,0,0,0,0
2918,0,0.1388888888888889,0.7623762376237624,1,0,1,0,0,0,0
4814,0,0.013888888888888888,0.26732673267326734,0,0,1,1,1,0,0
5009,0,0.09722222222222221,0.0297029702970297,0,1,1,1,1,1,0
5286,0,0.25,0.31683168316831684,0,0,1,0,1,0,0
912,0,0.5833333333333333,0.4158415841584158,0,0,1,1,1,1,0
2857,0,0.5694444444444444,0.5940594059405941,0,1,1,0,0,0,1
6195,0,0.013888888888888888,0.01980198019801982,0,0,1,1,1,0,0
1675,0,0.986111111111111,0.9009900990099011,1,0,1,0,1,0,0
1746,0,0.986111111111111,0.7128712871287128,1,1,1,1,1,0,1
3026,0,0.9027777777777777,0.8613861386138615,0,0,1,1,1,0,0
532,0,0.3055555555555555,0.6534653465346534,0,0,1,0,1,0,0
1736,0,0.40277777777777773,0.12871287128712872,0,0,0,0,0,0,0
1629,0,0.5138888888888888,0.7227722772277227,0,0,1,0,0,0,1
5065,0,0.18055555555555555,0.32673267326732675,1,0,1,1,0,1,0
430,0,0.9027777777777777,0.8910891089108912,0,0,1,0,0,0,0
1808,0,0.2361111111111111,0.4752475247524753,1,0,1,1,1,0,0
4477,0,0.7638888888888888,0.6732673267326732,1,1,1,0,0,1,0
4860,0,0.16666666666666666,0.7029702970297029,0,0,1,0,0,0,1
4393,0,0.16666666666666666,0.3069306930693069,1,0,1,1,1,0,0
4577,0,0.125,0.01980198019801982,1,0,1,1,1,1,0
234,0,0.013888888888888888,0.7227722772277227,0,0,1,1,0,0,0
5654,0,0.19444444444444442,0.504950495049505,1,1,1,0,1,0,1
2222,0,0.4444444444444444,0.5643564356435644,0,0,1,1,1,0,0
4292,1,0.125,0.8118811881188119,1,0,1,1,1,0,0
6237,0,0.08333333333333333,0.504950495049505,0,0,1,0,1,0,0
6896,0,0.2222222222222222,0.7524752475247525,1,0,1,0,0,0,0
5132,1,0.986111111111111,0.8118811881188119,0,0,1,1,0,1,0
6282,0,0.9444444444444444,0.8514851485148516,0,1,1,0,0,0,1
1948,0,0.6527777777777778,0.7128712871287128,1,1,1,0,1,0,0
5384,0,0.027777777777777776,0.01980198019801982,0,1,1,1,0,0,0
6250,1,0.2361111111111111,0.0297029702970297,0,0,1,1,1,0,1
6596,1,0.027777777777777776,0.25742574257425743,1,0,1,1,0,1,0
6447,0,0.5972222222222222,0.5643564356435644,0,1,1,0,0,1,0
1995,0,0.2222222222222222,0.01980198019801982,1,0,1,0,1,0,0
2671,1,0.75,0.9702970297029703,0,0,1,1,1,0,0
5861,1,0.7916666666666666,0.613861386138614,1,0,1,0,0,0,1
2224,0,0.3611111111111111,0.31683168316831684,1,1,1,0,1,0,0
1106,1,0.013888888888888888,0.7524752475247525,1,0,1,1,1,0,1
5805,0,0.40277777777777773,0.12871287128712872,0,0,0,0,0,0,0
818,0,0.041666666666666664,0.01980198019801982,0,0,1,1,1,0,0
5945,0,0.9166666666666666,0.4752475247524753,1,0,1,0,1,0,0
4104,0,0.041666666666666664,0.5940594059405941,1,0,1,0,0,0,0
5639,0,0.38888888888888884,0.3663366336633664,0,0,1,0,0,0,0
5117,0,0.1388888888888889,0.6732673267326732,0,1,1,0,0,0,1
1697,1,0.18055555555555555,0.7623762376237624,0,0,1,0,0,0,1
3558,0,0.7638888888888888,0.7128712871287128,1,1,1,1,1,1,0
136,0,0.4861111111111111,0.6633663366336633,1,1,1,0,1,0,0
1642,1,0.9722222222222222,0.8613861386138615,1,0,1,0,0,0,0
5418,0,0.2361111111111111,0.4851485148514852,1,1,1,1,1,0,0
4075,0,0.08333333333333333,0.603960396039604,1,0,1,0,0,0,0
6636,0,0.3055555555555555,0.8118811881188119,1,1,1,1,0,1,0
1180,0,0.2222222222222222,0.5247524752475248,1,0,1,0,0,0,1
4416,0,1.0,0.5643564356435644,1,0,1,1,0,0,0
888,0,0.05555555555555555,0.7326732673267327,0,0,1,0,1,1,0
2987,0,0.7916666666666666,0.7623762376237624,0,0,1,0,0,0,1
6801,0,1.0,0.9702970297029703,0,0,1,1,1,1,0
2437,0,0.861111111111111,0.8514851485148516,0,0,1,0,0,0,0
3580,0,0.7777777777777777,0.910891089108911,0,0,1,0,0,0,0
4043,0,0.986111111111111,0.01980198019801982,0,1,1,0,0,0,1
817,0,0.7777777777777777,0.1782178217821782,1,1,0,0,1,1,0
1111,1,0.3611111111111111,0.4752475247524753,0,0,1,0,1,0,0
4863,0,0.09722222222222221,0.06930693069306931,0,1,0,0,0,0,1
2341,0,0.18055555555555555,0.5544554455445545,1,0,1,1,1,0,1
3167,0,0.5138888888888888,0.603960396039604,0,0,1,0,0,0,1
7039,0,0.3194444444444444,0.7227722772277227,0,1,1,1,1,1,0
5937,0,0.25,0.6237623762376239,1,0,1,1,1,0,0
4620,0,0.375,0.3663366336633664,1,0,1,1,1,0,1
3065,0,0.013888888888888888,0.01980198019801982,1,0,1,0,0,0,0
1264,0,0.986111111111111,0.3069306930693069,1,0,0,0,1,0,1
990,1,0.2222222222222222,0.603960396039604,1,0,1,0,1,0,1
1464,0,0.986111111111111,0.9702970297029703,1,0,1,0,0,0,0
1739,0,0.1111111111111111,0.396039603960396,0,0,1,0,1,0,0
6245,0,0.29166666666666663,0.6336633663366338,1,0,1,1,0,1,0
4986,0,1.0,0.06930693069306931,1,1,1,1,1,0,0
353,0,0.013888888888888888,0.32673267326732675,1,0,1,1,1,0,0
5368,0,1.0,0.7128712871287128,0,1,1,0,1,0,0
5485,0,0.6388888888888888,0.5445544554455446,1,0,1,0,0,0,0
3442,0,0.013888888888888888,0.01980198019801982,1,1,1,0,1,0,0
4943,0,0.9166666666666666,0.06930693069306931,1,0,1,0,0,0,1
1489,0,0.09722222222222221,0.01980198019801982,0,0,1,0,0,1,0
5633,0,0.08333333333333333,0.0297029702970297,1,0,1,1,0,0,0
6011,0,0.2777777777777778,0.01980198019801982,0,0,1,0,0,0,0
3130,0,1.0,0.801980198019802,1,0,1,0,0,1,0
1228,0,0.05555555555555555,0.3564356435643565,1,0,1,1,1,0,0
4190,0,0.125,0.4752475247524753,0,1,1,1,1,0,0
6264,0,0.013888888888888888,0.01980198019801982,0,0,1,0,1,0,1
3764,0,0.06944444444444445,0.21782178217821785,0,0,0,1,0,1,0
6665,0,0.5972222222222222,0.801980198019802,0,1,1,0,0,0,0
4012,0,0.05555555555555555,0.5742574257425743,1,0,1,0,0,0,0
6588,0,0.06944444444444445,0.7029702970297029,0,0,1,1,0,0,1
52,0,1.0,0.9504950495049507,0,0,1,1,0,0,0
4217,0,0.986111111111111,0.4059405940594059,0,1,0,1,1,0,0
4563,0,0.3333333333333333,0.01980198019801982,0,1,1,1,1,0,0
4932,0,0.1388888888888889,0.3762376237623763,0,1,1,0,1,1,0
3085,0,0.5,0.6732673267326732,0,0,1,1,1,0,0
159,0,1.0,0.5148514851485149,1,0,1,1,0,0,1
4338,0,0.013888888888888888,0.504950495049505,0,0,1,0,0,0,0
1587,0,0.8055555555555555,0.3762376237623763,0,1,0,1,0,0,1
1589,0,0.375,0.3762376237623763,0,0,1,0,0,0,0
